                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     55,                 1.7757,                 2.2665,                 2.3509,                0.38252,                0.24567,                0.29365,                0.11766,                 2.1989,                 2.7173,                 2.7757,              0.0009136,              0.0009136,              0.0009136
                     56,                 1.8045,                 2.2387,                 2.3668,                0.35611,                0.23428,                0.24777,                0.10054,                 2.1535,                 2.6319,                 2.7109,               0.000912,               0.000912,               0.000912
                     57,                 1.7814,                  2.284,                 2.3607,                0.26609,                0.29889,                0.28458,                 0.1115,                 2.2349,                 2.6347,                 2.8218,              0.0009104,              0.0009104,              0.0009104
                     58,                 1.8022,                 2.2645,                 2.3548,                0.34515,                0.26867,                0.28223,                0.11423,                 2.1951,                 2.8041,                 2.7221,              0.0009088,              0.0009088,              0.0009088
                     59,                 1.7765,                 2.2142,                 2.3472,                0.40907,                0.23369,                0.29349,                0.11579,                 2.1691,                 2.7746,                 2.7322,              0.0009072,              0.0009072,              0.0009072
                     60,                 1.7711,                 2.1731,                 2.3398,                 0.4274,                0.23213,                0.33027,                0.13575,                 2.1553,                 2.7416,                 2.7037,              0.0009056,              0.0009056,              0.0009056
                     61,                 1.7495,                 2.1627,                  2.337,                0.27905,                0.23848,                0.21993,                0.08566,                   2.29,                 3.0191,                 2.9205,               0.000904,               0.000904,               0.000904
                     62,                   1.82,                 2.2635,                 2.3859,                0.34672,                0.30788,                0.26194,                 0.1078,                 2.1932,                 2.8458,                 2.7391,              0.0009024,              0.0009024,              0.0009024
                     63,                 1.7425,                 2.1473,                 2.3345,                0.38445,                0.19718,                0.24696,                 0.0947,                   2.19,                 2.8685,                 2.7291,              0.0009008,              0.0009008,              0.0009008
                     64,                 1.7684,                 2.1616,                 2.3364,                0.33465,                0.26387,                0.26616,                0.10542,                 2.2263,                 2.8095,                 2.7788,              0.0008992,              0.0008992,              0.0008992
                     65,                 1.7782,                 2.1778,                 2.3602,                0.48255,                0.17761,                0.24327,                 0.0892,                 2.2816,                 2.8762,                 2.8046,              0.0008976,              0.0008976,              0.0008976
                     66,                 1.8169,                   2.15,                 2.3796,                0.39417,                0.16612,                0.22142,                0.08555,                 2.2505,                 2.8368,                 2.7758,               0.000896,               0.000896,               0.000896
                     67,                  1.757,                 2.0987,                 2.3305,                0.34639,                0.24866,                0.21776,                0.08237,                  2.248,                 3.0084,                 2.7942,              0.0008944,              0.0008944,              0.0008944
                     68,                 1.7269,                 2.0778,                 2.3061,                0.34957,                0.24249,                 0.2371,                0.09929,                 2.2318,                 2.9032,                 2.7721,              0.0008928,              0.0008928,              0.0008928
                     69,                 1.7639,                 1.9967,                 2.3345,                0.35483,                0.22519,                0.27725,                0.10994,                 2.2297,                 2.7969,                 2.8229,              0.0008912,              0.0008912,              0.0008912
                     70,                 1.7375,                 1.9703,                 2.3119,                0.31055,                0.22531,                0.24153,                0.09973,                 2.2349,                 2.8075,                 2.7502,              0.0008896,              0.0008896,              0.0008896
                     71,                  1.757,                 1.9729,                 2.3104,                0.51691,                0.20284,                0.25408,                0.09825,                  2.258,                 2.8527,                 2.8099,               0.000888,               0.000888,               0.000888
                     72,                 1.7619,                 1.9963,                 2.3155,                0.49332,                 0.2631,                0.25392,                 0.0956,                 2.2849,                 2.8163,                 2.8167,              0.0008864,              0.0008864,              0.0008864
                     73,                 1.7773,                  2.032,                 2.3327,                0.26997,                0.21035,                 0.2432,                 0.0987,                 2.2346,                 2.9301,                 2.8067,              0.0008848,              0.0008848,              0.0008848
                     74,                 1.7272,                  2.044,                 2.3085,                0.34617,                0.17721,                0.21976,                0.09212,                  2.246,                 3.0339,                 2.9318,              0.0008832,              0.0008832,              0.0008832
                     75,                 1.6744,                 2.0429,                 2.2584,                0.53815,                 0.1841,                0.28176,                0.11272,                 2.1873,                 2.9904,                 2.7405,              0.0008816,              0.0008816,              0.0008816
                     76,                 1.6849,                 1.9451,                 2.2397,                0.57413,                0.12901,                0.23388,                0.09581,                  2.257,                  3.127,                 2.8542,                0.00088,                0.00088,                0.00088
                     77,                 1.6943,                 1.9423,                 2.2638,                0.34256,                 0.2251,                0.26593,                0.10239,                 2.2977,                 2.9115,                 2.8616,              0.0008784,              0.0008784,              0.0008784
                     78,                 1.6931,                 1.9647,                 2.2511,                0.58825,                0.12939,                0.22997,                0.09738,                   2.23,                 3.1086,                 2.8591,              0.0008768,              0.0008768,              0.0008768
                     79,                 1.6792,                 1.9305,                 2.2534,                0.51478,                0.21993,                0.29051,                0.11242,                 2.2717,                 2.8871,                 2.8341,              0.0008752,              0.0008752,              0.0008752
                     80,                 1.6385,                 1.8705,                 2.2136,                0.47369,                0.21022,                0.23492,                 0.0966,                  2.193,                 2.8805,                  2.868,              0.0008736,              0.0008736,              0.0008736
                     81,                 1.6763,                  1.828,                 2.2425,                0.56663,                0.23653,                0.31149,                0.12302,                 2.2349,                 2.8944,                 2.8037,               0.000872,               0.000872,               0.000872
                     82,                 1.6786,                 1.8359,                 2.2413,                0.44161,                0.20485,                0.23865,                0.10521,                 2.2181,                 2.9199,                 2.8617,              0.0008704,              0.0008704,              0.0008704
                     83,                 1.6695,                 1.7861,                 2.2277,                0.50033,                0.22203,                0.27307,                 0.1018,                 2.3056,                 2.8651,                 2.9313,              0.0008688,              0.0008688,              0.0008688
                     84,                 1.6905,                 1.8355,                 2.2671,                0.50034,                0.23956,                0.27066,                0.10494,                 2.3659,                 2.8607,                 2.9206,              0.0008672,              0.0008672,              0.0008672
                     85,                 1.7177,                 1.8854,                 2.2911,                0.45637,                0.25455,                0.22725,                0.08998,                 2.2608,                  2.893,                 2.9156,              0.0008656,              0.0008656,              0.0008656
                     86,                 1.6281,                 1.8623,                 2.1971,                0.49317,                0.20754,                0.26409,                0.11169,                 2.2481,                 3.0438,                 2.7954,               0.000864,               0.000864,               0.000864
                     87,                 1.6273,                 1.8637,                 2.2108,                0.41914,                0.14344,                0.23394,                0.09509,                 2.2328,                 3.0419,                 2.7921,              0.0008624,              0.0008624,              0.0008624
                     88,                 1.6051,                 1.7782,                 2.1886,                0.48816,                0.22513,                0.24432,                0.10119,                 2.2033,                 2.9824,                 2.8048,              0.0008608,              0.0008608,              0.0008608
                     89,                 1.6615,                 1.8563,                 2.2124,                0.43424,                 0.1757,                 0.2326,                0.08868,                 2.2572,                  2.958,                 2.8609,              0.0008592,              0.0008592,              0.0008592
                     90,                 1.6373,                  1.744,                 2.1966,                0.46893,                0.15065,                0.24958,                0.10056,                 2.2029,                 3.1452,                 2.7536,              0.0008576,              0.0008576,              0.0008576
                     91,                 1.5877,                 1.7481,                 2.1561,                0.43466,                 0.2572,                 0.2633,                0.11599,                 2.1865,                 2.8155,                 2.8358,               0.000856,               0.000856,               0.000856
                     92,                 1.5539,                 1.7019,                 2.1392,                0.45606,                0.18817,                0.27428,                 0.1122,                 2.1265,                 3.0146,                  2.726,              0.0008544,              0.0008544,              0.0008544
                     93,                  1.533,                 1.6763,                 2.1216,                0.49847,                0.22521,                0.25251,                0.11298,                 2.2092,                 2.9582,                 2.7862,              0.0008528,              0.0008528,              0.0008528
                     94,                 1.5678,                 1.6289,                 2.1442,                0.44081,                0.16381,                0.21288,                0.08903,                 2.2054,                 3.0379,                 2.7483,              0.0008512,              0.0008512,              0.0008512
                     95,                 1.5829,                 1.6892,                 2.1338,                0.52541,                0.22288,                0.28549,                0.11838,                 2.1901,                 2.9317,                 2.7907,              0.0008496,              0.0008496,              0.0008496
                     96,                 1.5908,                 1.6536,                 2.1502,                0.44125,                0.18475,                0.26602,                0.10756,                  2.225,                 3.1151,                 2.7747,               0.000848,               0.000848,               0.000848
                     97,                 1.5921,                   1.62,                 2.1494,                0.49802,                0.25125,                 0.2963,                0.11878,                 2.1827,                 2.8916,                 2.8344,              0.0008464,              0.0008464,              0.0008464
                     98,                 1.6031,                  1.683,                 2.1595,                0.51347,                0.17379,                 0.2535,                0.10437,                 2.2098,                 3.2442,                 2.7396,              0.0008448,              0.0008448,              0.0008448
                     99,                 1.5768,                 1.6082,                 2.1416,                0.54306,                0.22463,                 0.3002,                0.12514,                 2.2174,                 3.0585,                 2.7728,              0.0008432,              0.0008432,              0.0008432
                    100,                 1.5452,                 1.6097,                 2.1236,                0.46468,                0.19574,                0.26297,                 0.0989,                 2.2779,                 3.0394,                 2.7962,              0.0008416,              0.0008416,              0.0008416
                    101,                  1.607,                 1.6778,                 2.1639,                0.49291,                 0.2391,                0.28487,                0.11452,                 2.2699,                 3.0889,                 2.9407,                0.00084,                0.00084,                0.00084
                    102,                  1.583,                  1.663,                 2.1522,                0.49869,                0.14291,                 0.2426,                0.09819,                 2.2457,                 3.1486,                 2.7588,              0.0008384,              0.0008384,              0.0008384
                    103,                  1.539,                  1.621,                 2.1051,                0.45365,                0.20451,                0.25475,                0.10147,                 2.2178,                 3.0264,                 2.7815,              0.0008368,              0.0008368,              0.0008368
                    104,                 1.5164,                 1.5904,                 2.0908,                0.48156,                0.19577,                0.23123,                0.09543,                 2.2544,                 3.1518,                 2.8051,              0.0008352,              0.0008352,              0.0008352
                    105,                 1.5257,                 1.6149,                  2.094,                0.48364,                 0.2163,                0.26547,                0.11084,                 2.1852,                 3.0286,                  2.853,              0.0008336,              0.0008336,              0.0008336
                    106,                 1.4997,                  1.541,                 2.0861,                0.49089,                0.25798,                0.28176,                0.11478,                  2.238,                 2.8624,                 2.8396,               0.000832,               0.000832,               0.000832
                    107,                 1.5085,                 1.5397,                  2.076,                0.48615,                0.17832,                0.24332,                0.09821,                 2.2375,                 3.1124,                 2.8268,              0.0008304,              0.0008304,              0.0008304
                    108,                 1.4869,                  1.506,                 2.0603,                 0.5226,                0.23688,                0.26124,                0.11041,                 2.3046,                  3.022,                  2.888,              0.0008288,              0.0008288,              0.0008288
                    109,                 1.5216,                 1.5274,                 2.0869,                0.52308,                0.19936,                0.26828,                0.11228,                 2.2808,                 3.1734,                 2.9219,              0.0008272,              0.0008272,              0.0008272
                    110,                 1.4868,                 1.5146,                 2.0633,                0.49697,                0.19809,                0.25617,                0.10688,                 2.2474,                 3.0713,                 2.8343,              0.0008256,              0.0008256,              0.0008256
                    111,                 1.4831,                 1.5474,                 2.0563,                0.49269,                0.18472,                0.23116,                0.09568,                 2.2602,                 3.2185,                 2.8978,               0.000824,               0.000824,               0.000824
                    112,                  1.471,                  1.594,                 2.0443,                0.51035,                0.11767,                0.21479,                0.08853,                  2.289,                 3.2373,                 2.9402,              0.0008224,              0.0008224,              0.0008224
                    113,                 1.4625,                 1.5668,                 2.0426,                0.53857,                0.15386,                0.26733,                0.11292,                 2.2872,                 3.3462,                 2.9524,              0.0008208,              0.0008208,              0.0008208
                    114,                 1.4685,                 1.5836,                 2.0394,                 0.4231,                 0.2024,                0.26483,                0.11161,                  2.247,                 2.9939,                 2.8467,              0.0008192,              0.0008192,              0.0008192
                    115,                 1.4471,                 1.4717,                 2.0271,                0.53963,                 0.1967,                0.27407,                0.11144,                 2.2785,                   3.17,                 2.9558,              0.0008176,              0.0008176,              0.0008176
                    116,                 1.4486,                 1.4612,                 2.0302,                0.50234,                0.16143,                0.23956,                0.09927,                 2.2511,                 3.2755,                 2.8618,               0.000816,               0.000816,               0.000816
                    117,                 1.4593,                 1.4323,                 2.0445,                0.35591,                0.18295,                0.24636,                0.10219,                 2.2971,                  3.335,                   2.95,              0.0008144,              0.0008144,              0.0008144
                    118,                  1.485,                 1.4551,                 2.0589,                0.53103,                0.20094,                0.25175,                0.10706,                 2.2771,                 3.2551,                 2.9297,              0.0008128,              0.0008128,              0.0008128
                    119,                 1.4259,                 1.4274,                 2.0053,                0.53634,                0.21345,                0.27762,                 0.1225,                  2.181,                 3.2285,                 2.8365,              0.0008112,              0.0008112,              0.0008112
                    120,                 1.4078,                 1.3677,                 1.9893,                0.48295,                0.11937,                0.24072,                0.10117,                 2.2257,                 3.3011,                 2.8861,              0.0008096,              0.0008096,              0.0008096
                    121,                 1.3946,                 1.3524,                 1.9884,                0.56389,                0.25047,                 0.3098,                0.13324,                 2.2342,                 3.1698,                 2.8254,               0.000808,               0.000808,               0.000808
                    122,                 1.4053,                 1.3651,                 1.9838,                0.57086,                0.19988,                0.29706,                0.12982,                 2.2383,                 3.2595,                 2.9554,              0.0008064,              0.0008064,              0.0008064
                    123,                 1.3765,                 1.3247,                 1.9734,                0.59156,                0.23575,                0.31471,                0.13212,                  2.218,                 3.1116,                 2.8328,              0.0008048,              0.0008048,              0.0008048
                    124,                 1.4057,                 1.3494,                 1.9723,                0.39962,                0.15035,                0.23814,                0.10455,                 2.2576,                 3.4863,                 2.9157,              0.0008032,              0.0008032,              0.0008032
                    125,                  1.395,                 1.3388,                  1.967,                0.51418,                0.21703,                0.29276,                0.12224,                 2.2796,                 3.1616,                 2.9269,              0.0008016,              0.0008016,              0.0008016
                    126,                   1.39,                 1.3395,                  1.964,                0.49649,                0.17909,                0.24168,                0.10346,                 2.2422,                 3.2542,                 2.8367,                 0.0008,                 0.0008,                 0.0008
                    127,                 1.4064,                 1.3553,                 1.9695,                 0.5503,                0.23349,                0.28729,                0.11834,                 2.2531,                 3.2052,                 2.8257,              0.0007984,              0.0007984,              0.0007984
                    128,                 1.3559,                 1.2864,                 1.9342,                0.50437,                0.22264,                0.25978,                0.11156,                 2.2532,                 3.1977,                 2.8697,              0.0007968,              0.0007968,              0.0007968
                    129,                 1.3635,                 1.3219,                 1.9487,                0.44175,                0.18139,                0.23322,                0.10056,                  2.261,                 3.2344,                 2.8884,              0.0007952,              0.0007952,              0.0007952
                    130,                  1.391,                 1.3827,                 1.9756,                0.48195,                0.16693,                0.22302,                0.10025,                 2.3082,                  3.621,                 2.8598,              0.0007936,              0.0007936,              0.0007936
                    131,                  1.385,                 1.3474,                 1.9465,                0.41555,                0.20794,                0.27693,                0.11083,                 2.2885,                 3.2308,                 2.9577,               0.000792,               0.000792,               0.000792
                    132,                 1.3544,                 1.3899,                 1.9435,                0.59164,                0.20874,                0.25792,                0.10561,                 2.3035,                 3.2918,                 2.9594,              0.0007904,              0.0007904,              0.0007904
                    133,                 1.3616,                 1.2981,                 1.9314,                0.48794,                0.14531,                0.20663,                0.08801,                 2.3586,                 3.5357,                 2.9804,              0.0007888,              0.0007888,              0.0007888
                    134,                 1.3418,                  1.244,                 1.9343,                0.34951,                0.22126,                0.24176,                0.10451,                 2.2921,                 3.2229,                 2.9613,              0.0007872,              0.0007872,              0.0007872
                    135,                 1.3322,                 1.2084,                  1.913,                0.44302,                 0.1768,                0.26013,                 0.1087,                 2.3009,                 3.3449,                 2.9966,              0.0007856,              0.0007856,              0.0007856
                    136,                 1.3574,                   1.24,                 1.9543,                0.31921,                0.16047,                0.21487,                0.09609,                 2.3074,                 3.4152,                 2.9606,               0.000784,               0.000784,               0.000784
                    137,                 1.4102,                  1.259,                 1.9916,                0.52533,                0.20178,                0.26188,                0.10956,                 2.2551,                 3.3449,                 2.9169,              0.0007824,              0.0007824,              0.0007824
                    138,                 1.3313,                 1.2251,                 1.9205,                0.39592,                0.15446,                0.24159,                0.11144,                 2.2685,                 3.5043,                 2.8855,              0.0007808,              0.0007808,              0.0007808
                    139,                 1.2959,                 1.1916,                  1.888,                0.54468,                0.23931,                0.31639,                0.14121,                 2.2862,                 3.3521,                 2.9007,              0.0007792,              0.0007792,              0.0007792
                    140,                 1.3221,                 1.2143,                 1.9153,                0.18917,                0.37024,                0.19616,                0.08885,                 2.2687,                 3.7122,                 2.9429,              0.0007776,              0.0007776,              0.0007776
                    141,                  1.337,                 1.2371,                 1.9214,                0.49929,                0.19714,                0.26127,                0.11019,                 2.3714,                 3.4093,                 3.0662,               0.000776,               0.000776,               0.000776
                    142,                 1.3241,                 1.2348,                 1.9028,                0.32621,                0.15432,                0.24249,                0.11028,                 2.2406,                  3.393,                 2.8934,              0.0007744,              0.0007744,              0.0007744
                    143,                 1.2886,                 1.1965,                 1.8689,                0.48586,                0.14822,                0.23978,                0.10441,                 2.2961,                 3.5082,                 3.0229,              0.0007728,              0.0007728,              0.0007728
                    144,                 1.2735,                 1.1567,                 1.8522,                0.39196,                0.13634,                0.22636,                0.09732,                  2.281,                 3.5459,                 2.9113,              0.0007712,              0.0007712,              0.0007712
                    145,                 1.2372,                 1.1392,                 1.8221,                 0.4185,                0.17493,                 0.2394,                0.10538,                 2.2501,                 3.6501,                 2.8983,              0.0007696,              0.0007696,              0.0007696
                    146,                 1.2536,                 1.1318,                 1.8397,                0.39272,                0.21618,                0.27321,                0.11536,                 2.3507,                 3.3659,                 3.0092,               0.000768,               0.000768,               0.000768
                    147,                 1.2567,                 1.1067,                 1.8415,                0.20918,                0.45813,                0.24505,                0.10149,                 2.3054,                 3.6978,                 2.9199,              0.0007664,              0.0007664,              0.0007664
                    148,                 1.2738,                 1.1341,                 1.8542,                0.45257,                0.19037,                  0.246,                0.10662,                 2.3113,                 3.3899,                 3.0645,              0.0007648,              0.0007648,              0.0007648
                    149,                 1.3067,                 1.1502,                  1.882,                0.30464,                 0.3495,                0.23027,                 0.0995,                 2.3162,                 3.6559,                 3.0149,              0.0007632,              0.0007632,              0.0007632
                    150,                 1.2524,                 1.1347,                 1.8276,                 0.5098,                0.26422,                0.25916,                0.11466,                 2.3026,                 3.2976,                 2.9684,              0.0007616,              0.0007616,              0.0007616
                    151,                 1.2753,                 1.1666,                 1.8448,                0.31891,                0.17958,                0.25289,                0.11116,                 2.2668,                 3.4612,                 2.9308,                0.00076,                0.00076,                0.00076
                    152,                 1.2374,                 1.1386,                  1.829,                0.40583,                0.22195,                 0.2529,                0.11111,                  2.333,                 3.4667,                 3.0218,              0.0007584,              0.0007584,              0.0007584
